"iso3c","cause_id","cause_name","female","male"
"AFG",447,"Nasopharynx cancer",20.55392262,21.96876194
"AFG",450,"Other pharynx cancer",12.02963621,5.463303016
"AFG",453,"Gallbladder and biliary tract cancer",40.42386362,19.91095071
"AFG",456,"Pancreatic cancer",29.5896246,38.56546451
"AFG",459,"Malignant skin melanoma",19.12738505,14.48489355
"AFG",462,"Non-melanoma skin cancer",4.011984854,6.95665618
"AFG",465,"Ovarian cancer",79.30625312,
"AFG",468,"Testicular cancer",,10.59429087
"AFG",471,"Kidney cancer",12.4602568,18.23017867
"AFG",474,"Bladder cancer",20.47106164,26.67456295
"AFG",477,"Brain and central nervous system cancer",184.9824861,206.6829591
"AFG",480,"Thyroid cancer",28.32359855,9.790890852
"AFG",483,"Mesothelioma",4.88244982,3.366935668
"AFG",484,"Hodgkin lymphoma",46.03099004,76.18998609
"AFG",485,"Non-Hodgkin lymphoma",543.9174923,105.2372158
"AFG",486,"Multiple myeloma",18.72605917,17.59745411
"AFG",487,"Leukemia",479.4563996,364.559633
"AFG",490,"Other neoplasms",1.997699632,2.291498837
"AFG",492,"Rheumatic heart disease",354.1027489,144.8793583
"AFG",493,"Ischemic heart disease",3492.038537,4282.816612
"AFG",494,"Stroke",2289.813733,1418.366376
"AFG",498,"Hypertensive heart disease",583.1839563,427.1364353
"AFG",499,"Cardiomyopathy and myocarditis",49.58536148,66.84112907
"AFG",500,"Atrial fibrillation and flutter",5.316574058,3.36832076
"AFG",501,"Aortic aneurysm",6.61092932,20.34798855
"AFG",502,"Peripheral artery disease",0.175072566,0.393335383
"AFG",503,"Endocarditis",14.99215979,19.91540296
"AFG",504,"Non-rheumatic valvular heart disease",57.80949742,38.99292965
"AFG",509,"Chronic obstructive pulmonary disease",328.9158408,308.2271736
"AFG",510,"Pneumoconiosis",1.43751731,3.198719769
"AFG",515,"Asthma",442.8574442,251.0057956
"AFG",516,"Interstitial lung disease and pulmonary sarcoidosis",7.635685751,10.20988639
"AFG",520,"Other chronic respiratory diseases",12.89936718,12.48500669
"AFG",521,"Cirrhosis and other chronic liver diseases",563.0519809,585.6366371
"AFG",529,"Appendicitis",56.05119162,58.91920483
"AFG",530,"Paralytic ileus and intestinal obstruction",16.14239606,24.39973317
"AFG",531,"Inguinal, foral, and abdominal hernia",0.6074580893,2.584199947
"AFG",532,"Inflammatory bowel disease",9.060640684,11.22592024
"AFG",533,"Vascular intestinal disorders",4.878168699,5.612091433
"AFG",534,"Gallbladder and biliary diseases",42.0460933,16.89020178
"AFG",535,"Pancreatitis",25.55673968,34.73351307
"AFG",541,"Other digestive diseases",20.63365436,22.05043943
"AFG",543,"Alzheimer's disease and other dementias",9.16109694,9.820261542
"AFG",544,"Parkinson's disease",17.97414659,13.49795659
"AFG",545,"Idiopathic epilepsy",249.5661569,179.282825
"AFG",546,"Multiple sclerosis",36.25852975,18.33716584
"AFG",554,"Motor neuron disease",2.307018321,1.591919068
"AFG",557,"Other neurological disorders",18.15908938,35.92532107
"AFG",560,"Alcohol use disorders",32.07457014,74.47406266
"AFG",561,"Drug use disorders",161.2563864,172.6079876
"AFG",572,"Eating disorders",0.05114548433,0.006571831448
"AFG",587,"Diabetes mellitus",700.2139998,218.8408364
"AFG",588,"Acute glomerulonephritis",13.17936442,10.96828451
"AFG",589,"Chronic kidney disease",751.4699835,500.5445934
"AFG",594,"Urinary diseases and m infertility",26.38617571,16.12232029
"AFG",603,"Gynecological diseases",1.898333601,
"AFG",613,"Hemoglobinopathies and hemolytic anemias",129.75393,91.39361917
"AFG",619,"Endocrine, metabolic, blood, and immune disorders",89.63722254,57.09262988
"AFG",627,"Rheumatoid arthritis",2.353437286,1.214176988
"AFG",639,"Other musculoskeletal disorders",66.21661314,23.32618307
"AFG",641,"Congenital birth defects",307.3168913,187.522613
"AFG",665,"Decubitus ulcer",0.4157187414,0.2535177717
"AFG",668,"Other skin and subcutaneous diseases",0.1241211506,0.1450344497
"AFG",689,"Road injuries",884.4792266,4876.80459
"AFG",695,"Other transport injuries",19.80530307,157.0738763
"AFG",697,"Falls",82.68978738,331.5721409
"AFG",698,"Drowning",88.48700999,478.0113812
"AFG",699,"Fire, heat, and hot substances",143.7585543,74.6974047
"AFG",700,"Poisonings",253.7164119,33.50196813
"AFG",704,"Exposure to mechanical forces",58.19393496,1073.914553
"AFG",708,"Adverse effects of medical treatment",240.4443137,196.0413547
"AFG",709,"Animal contact",137.9632393,47.29022952
"AFG",712,"Foreign body",298.0158371,70.07395388
"AFG",716,"Other unintentional injuries",181.6986707,772.2526128
"AFG",718,"Self-harm",620.0945423,693.1374644
"AFG",724,"Interpersonal violence",301.7640149,3922.359
"AFG",729,"Exposure to forces of nature",15.65185485,15.50740889
"AFG",842,"Environmental heat and cold exposure",13.60042973,34.12177116
"AFG",843,"Ebola",0,0
"AFG",854,"Executions and police conflict",16.00625567,25.57079473
"AFG",935,"Zika virus",0,0
"AFG",945,"Conflict and terrorism",2972.449464,3053.502224
"AFG",958,"Typhoid and paratyphoid",41.9512975,50.9925094
"AFG",959,"Invasive Non-typhoidal Salmonella (iNTS)",69.24666758,78.76778288
"AFG",980,"Bacterial skin diseases",4.408916329,7.685165081
"AFG",992,"Upper digestive system diseases",173.176434,187.1644906
"AFG",1022,"Other malignant neoplasms",618.5155179,260.0274113
"AFG",1023,"Other cardiovascular and circulatory diseases",227.7557717,221.7945833
"AGO",297,"Tuberculosis",1473.616736,3043.548653
"AGO",298,"HIV/AIDS",8905.057859,3438.733484
"AGO",302,"Diarrheal diseases",668.2944874,952.3712806
"AGO",321,"Other intestinal infectious diseases",0.561428326,0.7307204529
"AGO",322,"Lower respiratory infections",573.6513519,978.1654262
"AGO",328,"Upper respiratory infections",1.960844143,4.755950079
"AGO",329,"Otitis media",0.3183402525,0.6219822058
"AGO",332,"Meningitis",285.3635565,361.4882374
"AGO",337,"Encephalitis",12.7814364,17.51385205
"AGO",338,"Diphtheria",2.348364706,4.522155119
"AGO",339,"Whooping cough",13.28317278,13.71258511
"AGO",340,"Tetanus",10.8512792,12.46622463
"AGO",341,"Measles",7.507113435,6.428162745
"AGO",342,"Varicella and herpes zoster",5.347711164,6.065819453
"AGO",345,"Malaria",732.3751883,1041.029469
"AGO",346,"Chagas disease",0,0
"AGO",347,"Leishmaniasis",6.029033049,17.30608669
"AGO",350,"African trypanosomiasis",2.857218477,3.23902161
"AGO",351,"Schistosomiasis",25.3641953,52.60828344
"AGO",352,"Cysticercosis",8.67328823,13.0126902
"AGO",353,"Cystic echinococcosis",0.7938609658,1.179182793
"AGO",357,"Dengue",0.01643722803,0.02915186729
"AGO",358,"Yellow fever",42.193323,112.9825776
"AGO",359,"Rabies",0.3802343828,1.57468525
"AGO",360,"Intestinal nematode infections",0.5890118327,0.8470255766
"AGO",365,"Other neglected tropical diseases",0.7548890331,1.043826615
"AGO",366,"Maternal disorders",2048.76935,
"AGO",387,"Protein-energy malnutrition",101.6258504,152.0773611
"AGO",391,"Other nutritional deficiencies",15.61903133,7.933582479
"AGO",393,"Sexually transmitted infections excluding HIV",23.62253651,8.487320694
"AGO",400,"Acute hepatitis",11.61636914,100.9775387
"AGO",408,"Other unspecified infectious diseases",49.66297985,75.55127386
"AGO",411,"Esophageal cancer",44.92454325,80.73779086
"AGO",414,"Stomach cancer",73.95340841,107.7948075
"AGO",417,"Liver cancer",27.14368435,27.0502916
"AGO",423,"Larynx cancer",4.085913697,19.1831328
"AGO",426,"Tracheal, bronchus, and lung cancer",54.90160365,152.0335737
"AGO",429,"Breast cancer",425.6785911,6.270050105
"AGO",432,"Cervical cancer",578.2706666,
"AGO",435,"Uterine cancer",14.84570364,
"AGO",438,"Prostate cancer",,17.04077538
"AGO",441,"Colon and rectum cancer",78.1837944,95.83562771
"AGO",444,"Lip and oral cavity cancer",16.72041167,37.95336787
"AGO",447,"Nasopharynx cancer",6.001628057,14.88506022
"AGO",450,"Other pharynx cancer",3.094878393,9.665331333
"AGO",453,"Gallbladder and biliary tract cancer",7.293397064,5.887323194
"AGO",456,"Pancreatic cancer",16.40740381,33.68811161
"AGO",459,"Malignant skin melanoma",12.26035443,12.37939404
"AGO",462,"Non-melanoma skin cancer",2.61050029,5.298904804
"AGO",465,"Ovarian cancer",45.60612382,
"AGO",468,"Testicular cancer",,20.81187049
"AGO",471,"Kidney cancer",8.726319213,14.61812029
"AGO",474,"Bladder cancer",8.906396172,15.89390504
"AGO",477,"Brain and central nervous system cancer",35.66994252,57.92441907
"AGO",480,"Thyroid cancer",6.362125296,3.968328446
"AGO",483,"Mesothelioma",4.402572163,2.471043313
"AGO",484,"Hodgkin lymphoma",13.87392892,20.64786041
"AGO",485,"Non-Hodgkin lymphoma",53.89625265,92.74122584
"AGO",486,"Multiple myeloma",6.677452656,9.709571597
"AGO",487,"Leukemia",69.73482722,101.7064509
"AGO",490,"Other neoplasms",1.628042296,2.832242279
"AGO",492,"Rheumatic heart disease",81.34332454,37.35946232
"AGO",493,"Ischemic heart disease",312.621743,816.1601857
"AGO",494,"Stroke",517.9943994,751.8974544
"AGO",498,"Hypertensive heart disease",181.1401349,148.8065911
"AGO",499,"Cardiomyopathy and myocarditis",89.75829328,183.1827734
"AGO",500,"Atrial fibrillation and flutter",4.399185548,3.906785582
"AGO",501,"Aortic aneurysm",11.44362725,28.17149625
"AGO",502,"Peripheral artery disease",1.024792202,3.233832054
"AGO",503,"Endocarditis",18.01200168,28.69249126
"AGO",504,"Non-rheumatic valvular heart disease",15.70198948,19.89845793
"AGO",509,"Chronic obstructive pulmonary disease",57.40949261,91.73203029
"AGO",510,"Pneumoconiosis",0.9090214284,2.20821162
"AGO",515,"Asthma",185.8488119,151.5039366
"AGO",516,"Interstitial lung disease and pulmonary sarcoidosis",6.465847644,8.121719124
"AGO",520,"Other chronic respiratory diseases",11.81663227,23.1208365
"AGO",521,"Cirrhosis and other chronic liver diseases",579.6696682,1325.153717
"AGO",529,"Appendicitis",16.25060448,25.80623004
"AGO",530,"Paralytic ileus and intestinal obstruction",11.01485936,292.9816312
"AGO",531,"Inguinal, foral, and abdominal hernia",3.291914811,13.98861509
"AGO",532,"Inflammatory bowel disease",10.47813888,12.95487831
"AGO",533,"Vascular intestinal disorders",6.018763729,10.36482252
"AGO",534,"Gallbladder and biliary diseases",34.85378065,26.58145785
"AGO",535,"Pancreatitis",14.25999435,74.96333063
"AGO",541,"Other digestive diseases",40.78214998,59.76978949
"AGO",543,"Alzheimer's disease and other dementias",5.195003235,5.119617843
"AGO",544,"Parkinson's disease",1.993611995,3.400813141
"AGO",545,"Idiopathic epilepsy",89.98128749,218.4857389
"AGO",546,"Multiple sclerosis",5.494085045,3.738894213
"AGO",554,"Motor neuron disease",0.7035144075,0.3391135915
"AGO",557,"Other neurological disorders",18.35970841,34.68508415
"AGO",560,"Alcohol use disorders",27.87215753,64.87192192
"AGO",561,"Drug use disorders",6.660226163,53.60082048
"AGO",572,"Eating disorders",0.2257273306,0.0570901358
"AGO",587,"Diabetes mellitus",197.9963537,368.2342691
"AGO",588,"Acute glomerulonephritis",3.10713004,1.989364504
"AGO",589,"Chronic kidney disease",218.1174824,404.5012401
"AGO",594,"Urinary diseases and m infertility",32.52448629,122.4451402
"AGO",603,"Gynecological diseases",21.21611289,
"AGO",613,"Hemoglobinopathies and hemolytic anemias",71.07254839,58.52404137
"AGO",619,"Endocrine, metabolic, blood, and immune disorders",44.61192963,47.37590534
"AGO",627,"Rheumatoid arthritis",5.077424174,1.724380714
"AGO",639,"Other musculoskeletal disorders",39.56743109,13.55166214
"AGO",641,"Congenital birth defects",55.23061852,73.95276829
"AGO",665,"Decubitus ulcer",0.4097295856,0.4427770148
"AGO",668,"Other skin and subcutaneous diseases",1.116463777,0.4096367964
"AGO",689,"Road injuries",1378.363975,3790.846823
"AGO",695,"Other transport injuries",31.66847491,157.4429237
"AGO",697,"Falls",26.45854339,134.7528896
"AGO",698,"Drowning",55.47933065,110.1245978
"AGO",699,"Fire, heat, and hot substances",44.83793869,82.65469905
"AGO",700,"Poisonings",38.1481335,99.55251918
"AGO",704,"Exposure to mechanical forces",34.27801689,153.7280043
"AGO",708,"Adverse effects of medical treatment",52.43638023,51.19208443
"AGO",709,"Animal contact",36.14024729,54.11680841
"AGO",712,"Foreign body",32.3727103,113.1036328
"AGO",716,"Other unintentional injuries",26.45743447,109.0376387
"AGO",718,"Self-harm",187.2108877,869.0660179
"AGO",724,"Interpersonal violence",130.8249905,615.4151132
"AGO",729,"Exposure to forces of nature",4.714354945,9.192945608
"AGO",842,"Environmental heat and cold exposure",10.85133251,41.72955133
"AGO",843,"Ebola",0,0
"AGO",854,"Executions and police conflict",0.9150957597,2.016364707
"AGO",935,"Zika virus",0,0
"AGO",945,"Conflict and terrorism",2.127563621,7.691317774
"AGO",958,"Typhoid and paratyphoid",13.16787592,17.33400088
"AGO",959,"Invasive Non-typhoidal Salmonella (iNTS)",47.2626318,73.99930971
"AGO",980,"Bacterial skin diseases",12.39810515,18.3594418
"AGO",992,"Upper digestive system diseases",81.95571784,186.8518979
"AGO",1022,"Other malignant neoplasms",100.5163217,150.8848496
"AGO",1023,"Other cardiovascular and circulatory diseases",72.12650852,89.537119
"ALB",297,"Tuberculosis",0.2917157406,0.6267298892
"ALB",298,"HIV/AIDS",0.3045199822,0.6094727831
"ALB",302,"Diarrheal diseases",0.1017495883,0.3473458172
"ALB",321,"Other intestinal infectious diseases",0.0084779041,0.01730180278
"ALB",322,"Lower respiratory infections",4.707851701,11.17296409
"ALB",328,"Upper respiratory infections",0.07578412107,0.5012099922
"ALB",329,"Otitis media",0.0001145308185,0.0005016674281
"ALB",332,"Meningitis",0.6951082515,1.615623311
"ALB",337,"Encephalitis",1.784338102,2.958184868
"ALB",338,"Diphtheria",0.002186841414,0.005748712766
"ALB",339,"Whooping cough",0.02813975263,0.03156364776
"ALB",340,"Tetanus",0.06743600468,0.0824127765
"ALB",341,"Measles",0.0198439849,0.01845654188
"ALB",342,"Varicella and herpes zoster",0.03667234053,0.04418115682
"ALB",345,"Malaria",0,0
"ALB",346,"Chagas disease",0,0
"ALB",347,"Leishmaniasis",0.1282843421,0.3567693157
"ALB",350,"African trypanosomiasis",0,0
"ALB",351,"Schistosomiasis",0,0
"ALB",352,"Cysticercosis",0,0
"ALB",353,"Cystic echinococcosis",0.009061636997,0.02802970398
"ALB",357,"Dengue",0,0
"ALB",358,"Yellow fever",0,0
"ALB",359,"Rabies",0.0001383019678,0.0005463224006
"ALB",360,"Intestinal nematode infections",0,0
"ALB",365,"Other neglected tropical diseases",0.04399747926,0.2171749777
"ALB",366,"Maternal disorders",2.684914418,
"ALB",387,"Protein-energy malnutrition",0.06926394704,0.09451700097
"ALB",391,"Other nutritional deficiencies",0.05480589881,0.06642704389
"ALB",393,"Sexually transmitted infections excluding HIV",0.07236335514,0.08225281381
"ALB",400,"Acute hepatitis",0.05894520096,0.1353172959
"ALB",408,"Other unspecified infectious diseases",1.36249092,2.707959785
"ALB",411,"Esophageal cancer",0.8959403416,3.08389368
"ALB",414,"Stomach cancer",9.688452666,23.10144499
"ALB",417,"Liver cancer",3.988502166,11.73783999
"ALB",423,"Larynx cancer",0.7951776644,4.550124768
"ALB",426,"Tracheal, bronchus, and lung cancer",14.37574717,38.32974451
"ALB",429,"Breast cancer",41.52803716,0.6743482403
"ALB",432,"Cervical cancer",12.18639155,
"ALB",435,"Uterine cancer",4.569066167,
"ALB",438,"Prostate cancer",,2.936423503
"ALB",441,"Colon and rectum cancer",10.16346817,13.91546992
"ALB",444,"Lip and oral cavity cancer",0.9879238454,3.129006147
"ALB",447,"Nasopharynx cancer",0.3189205613,1.20604155
"ALB",450,"Other pharynx cancer",0.400041603,1.522856484
"ALB",453,"Gallbladder and biliary tract cancer",1.003995303,0.8231086255
"ALB",456,"Pancreatic cancer",4.150719704,10.58963654
"ALB",459,"Malignant skin melanoma",1.528008609,2.256437401
"ALB",462,"Non-melanoma skin cancer",0.800087295,0.8726176802
"ALB",465,"Ovarian cancer",8.090962673,
"ALB",468,"Testicular cancer",,5.968423718
"ALB",471,"Kidney cancer",2.07528478,2.952658559
"ALB",474,"Bladder cancer",0.5410971454,0.69155947
"ALB",477,"Brain and central nervous system cancer",16.16132989,24.89182941
"ALB",480,"Thyroid cancer",0.5862995696,1.190962482
"ALB",483,"Mesothelioma",0.3242518241,0.2511124811
"ALB",484,"Hodgkin lymphoma",1.90786097,2.637516578
"ALB",485,"Non-Hodgkin lymphoma",2.778942068,6.58833332
"ALB",486,"Multiple myeloma",0.5938560988,0.9639543238
"ALB",487,"Leukemia",11.01217509,16.95535137
"ALB",490,"Other neoplasms",0.2174115295,0.3008843831
"ALB",492,"Rheumatic heart disease",1.850118331,2.48418688
"ALB",493,"Ischemic heart disease",38.27376958,135.6050722
"ALB",494,"Stroke",32.23304006,57.71989279
"ALB",498,"Hypertensive heart disease",0.9544901189,1.917690721
"ALB",499,"Cardiomyopathy and myocarditis",3.265466373,12.36555316
"ALB",500,"Atrial fibrillation and flutter",0.1242165645,0.2317672266
"ALB",501,"Aortic aneurysm",0.708408398,1.925246492
"ALB",502,"Peripheral artery disease",0.01803936908,0.04533560464
"ALB",503,"Endocarditis",0.898325091,0.8936484273
"ALB",504,"Non-rheumatic valvular heart disease",0.4958867925,0.9184689117
"ALB",509,"Chronic obstructive pulmonary disease",1.365337401,2.701914162
"ALB",510,"Pneumoconiosis",0.004205428078,0.4083143034
"ALB",515,"Asthma",0.8769575129,1.45770936
"ALB",516,"Interstitial lung disease and pulmonary sarcoidosis",0.6114529189,0.692681923
"ALB",520,"Other chronic respiratory diseases",0.9485442545,2.276572625
"ALB",521,"Cirrhosis and other chronic liver diseases",7.38431086,26.35799257
"ALB",529,"Appendicitis",0.1085360102,0.1998092146
"ALB",530,"Paralytic ileus and intestinal obstruction",0.4675028252,0.6158084369
"ALB",531,"Inguinal, foral, and abdominal hernia",0.08096405395,0.2351836956
"ALB",532,"Inflammatory bowel disease",0.4883862196,0.5587731042
"ALB",533,"Vascular intestinal disorders",0.2138302628,0.2837369746
"ALB",534,"Gallbladder and biliary diseases",0.1533351323,0.4230764105
"ALB",535,"Pancreatitis",0.7866650287,3.055550396
"ALB",541,"Other digestive diseases",0.2566891427,0.5844911759
"ALB",543,"Alzheimer's disease and other dementias",0.8047865754,0.7175941744
"ALB",544,"Parkinson's disease",0.252414404,0.6312520936
"ALB",545,"Idiopathic epilepsy",7.580926219,12.59379978
"ALB",546,"Multiple sclerosis",2.549044253,3.402684862
"ALB",554,"Motor neuron disease",0.3170704326,0.6585795109
"ALB",557,"Other neurological disorders",2.955264401,4.928099612
"ALB",560,"Alcohol use disorders",1.039842962,5.460788631
"ALB",561,"Drug use disorders",1.697279009,13.24615023
"ALB",572,"Eating disorders",0.007213802279,0.0003576943037
"ALB",587,"Diabetes mellitus",2.529068442,4.886781622
"ALB",588,"Acute glomerulonephritis",0.1173310851,0.09730419536
"ALB",589,"Chronic kidney disease",12.97894297,18.27407729
"ALB",594,"Urinary diseases and m infertility",0.6653424537,0.8347824817
"ALB",603,"Gynecological diseases",0.7395677924,
"ALB",613,"Hemoglobinopathies and hemolytic anemias",0.9656541041,2.828743051
"ALB",619,"Endocrine, metabolic, blood, and immune disorders",3.762156466,6.763473087
"ALB",627,"Rheumatoid arthritis",0.2395043737,0.2171763759
"ALB",639,"Other musculoskeletal disorders",1.425384158,0.6504148175
"ALB",641,"Congenital birth defects",3.302086372,5.322907458
"ALB",665,"Decubitus ulcer",0.003301881238,0.003403926479
"ALB",668,"Other skin and subcutaneous diseases",0.01148236588,0.004923032731
"ALB",689,"Road injuries",16.32924812,113.1442554
"ALB",695,"Other transport injuries",1.496315148,11.61807044
"ALB",697,"Falls",3.355450165,16.65810966
"ALB",698,"Drowning",2.014521431,14.81043691
"ALB",699,"Fire, heat, and hot substances",1.033516422,2.902289882
"ALB",700,"Poisonings",1.406626473,3.515527501
"ALB",704,"Exposure to mechanical forces",2.404960115,23.06091391
"ALB",708,"Adverse effects of medical treatment",1.174951123,3.367416113
"ALB",709,"Animal contact",0.1043922419,0.1436064638
"ALB",712,"Foreign body",1.07857284,4.65364
"ALB",716,"Other unintentional injuries",0.9294413326,18.43101578
"ALB",718,"Self-harm",25.94757638,64.51821158
"ALB",724,"Interpersonal violence",6.817379924,31.86360255
"ALB",729,"Exposure to forces of nature",6.498697602,14.15071203
"ALB",842,"Environmental heat and cold exposure",0.1935558189,1.5071074
"ALB",843,"Ebola",0,0
"ALB",854,"Executions and police conflict",0.06712441038,0.08833757023
"ALB",935,"Zika virus",0,0
"ALB",945,"Conflict and terrorism",0,0
"ALB",958,"Typhoid and paratyphoid",0.0003825802143,0.0006750012354
"ALB",959,"Invasive Non-typhoidal Salmonella (iNTS)",0.08211443404,0.1000463956
"ALB",980,"Bacterial skin diseases",0.1727728089,0.240710116
"ALB",992,"Upper digestive system diseases",0.3558771948,1.031404433
"ALB",1022,"Other malignant neoplasms",14.87905626,22.3675728
"ALB",1023,"Other cardiovascular and circulatory diseases",7.855618448,11.14939527
"AND",297,"Tuberculosis",0.006982193008,0.01269174112
"AND",298,"HIV/AIDS",0.4794486673,0.9278033533
"AND",302,"Diarrheal diseases",0.003517843461,0.01914786131
"AND",321,"Other intestinal infectious diseases",0.0001835786978,0.0002844435064
"AND",322,"Lower respiratory infections",0.1599561479,0.2391830177
"AND",328,"Upper respiratory infections",0.000648697666,0.003916948999
"AND",329,"Otitis media",0.000008448240552,0.00002112509751
"AND",332,"Meningitis",0.007068036404,0.0180290751
"AND",337,"Encephalitis",0.04181720877,0.03019927837
"AND",338,"Diphtheria",0.00005664650273,0.0001248012375
"AND",339,"Whooping cough",0.0001767609003,0.0001911881558
"AND",340,"Tetanus",0.0028710419,0.003773863916
"AND",341,"Measles",0,0
"AND",342,"Varicella and herpes zoster",0.000407455723,0.0004372202384
"AND",345,"Malaria",0,0
"AND",346,"Chagas disease",0,0
"AND",347,"Leishmaniasis",0,0
"AND",350,"African trypanosomiasis",0,0
"AND",351,"Schistosomiasis",0,0
"AND",352,"Cysticercosis",0,0
"AND",353,"Cystic echinococcosis",0.0001799433791,0.0003408286259
"AND",357,"Dengue",0,0
"AND",358,"Yellow fever",0,0
"AND",359,"Rabies",0.000007619311809,0.00000814216365
"AND",360,"Intestinal nematode infections",0,0
"AND",365,"Other neglected tropical diseases",0.0004332757571,0.0005396946218
"AND",366,"Maternal disorders",0.01171164884,
"AND",387,"Protein-energy malnutrition",0.00184811352,0.002435371503
"AND",391,"Other nutritional deficiencies",0.001088118904,0.001398465044
"AND",393,"Sexually transmitted infections excluding HIV",0.006601055399,0.003769418399
"AND",400,"Acute hepatitis",0.05998075154,0.06165957722
"AND",408,"Other unspecified infectious diseases",0.03840919745,0.03104036375
"AND",411,"Esophageal cancer",0.01581023372,0.3761267773
"AND",414,"Stomach cancer",0.3002419881,0.3858554675
"AND",417,"Liver cancer",0.2178119062,0.4579629385
"AND",423,"Larynx cancer",0.004712222113,0.1179329526
"AND",426,"Tracheal, bronchus, and lung cancer",0.786549917,2.090092908
"AND",429,"Breast cancer",1.655074153,0.03174113215
"AND",432,"Cervical cancer",0.5413923605,
"AND",435,"Uterine cancer",0.08438949427,
"AND",438,"Prostate cancer",,0.04767191777
"AND",441,"Colon and rectum cancer",0.3718022765,1.022928267
"AND",444,"Lip and oral cavity cancer",0.03337652933,0.2259699514
"AND",447,"Nasopharynx cancer",0.008862524369,0.05982524714
"AND",450,"Other pharynx cancer",0.01209494708,0.1627162371
"AND",453,"Gallbladder and biliary tract cancer",0.04884897207,0.08530390161
"AND",456,"Pancreatic cancer",0.1962145638,0.5186219776
"AND",459,"Malignant skin melanoma",0.1726812435,0.1953989354
"AND",462,"Non-melanoma skin cancer",0.01090267137,0.04229553008
"AND",465,"Ovarian cancer",0.2967983067,
"AND",468,"Testicular cancer",,0.07538433414
"AND",471,"Kidney cancer",0.06376950102,0.2440420147
"AND",474,"Bladder cancer",0.0169326831,0.08330069392
"AND",477,"Brain and central nervous system cancer",0.6319170226,1.073498881
"AND",480,"Thyroid cancer",0.01733361092,0.0407553898
"AND",483,"Mesothelioma",0.01340327583,0.05299467342
"AND",484,"Hodgkin lymphoma",0.03264570259,0.09379678572
"AND",485,"Non-Hodgkin lymphoma",0.1369122652,0.6230601212
"AND",486,"Multiple myeloma",0.07423425781,0.06813810973
"AND",487,"Leukemia",0.2158450538,0.6599983571
"AND",490,"Other neoplasms",0.01314439842,0.02386574192
"AND",492,"Rheumatic heart disease",0.03989571184,0.01909267818
"AND",493,"Ischemic heart disease",0.3804322939,1.731386837
"AND",494,"Stroke",0.3478667419,0.4864629801
"AND",498,"Hypertensive heart disease",0.06160594546,0.0947323342
"AND",499,"Cardiomyopathy and myocarditis",0.111833765,0.3684341402
"AND",500,"Atrial fibrillation and flutter",0.009008946309,0.02321551455
"AND",501,"Aortic aneurysm",0.05857753965,0.1767743236
"AND",502,"Peripheral artery disease",0.00513011115,0.01166135902
"AND",503,"Endocarditis",0.02270205241,0.05889035497
"AND",504,"Non-rheumatic valvular heart disease",0.02529306741,0.04109031088
"AND",509,"Chronic obstructive pulmonary disease",0.103508725,0.208636181
"AND",510,"Pneumoconiosis",0.0002110455445,0.001649566801
"AND",515,"Asthma",0.05725664394,0.068172004
