"iso3c","sex_name","cause_id","cause_name","val"
"WLD","mf",554,"Motor neuron disease",3221.481851
"WLD","m",557,"Other neurological disorders",8375.639639
"WLD","f",557,"Other neurological disorders",5461.682199
"WLD","mf",557,"Other neurological disorders",13837.32184
"WLD","m",560,"Alcohol use disorders",64143.27816
"WLD","f",560,"Alcohol use disorders",9336.158362
"WLD","mf",560,"Alcohol use disorders",73479.43652
"WLD","m",561,"Drug use disorders",66350.30097
"WLD","f",561,"Drug use disorders",21817.08392
"WLD","mf",561,"Drug use disorders",88167.3849
"WLD","m",297,"Tuberculosis",261484.622
"WLD","f",297,"Tuberculosis",120682.1684
"WLD","mf",297,"Tuberculosis",382166.7905
"WLD","m",298,"HIV/AIDS",286595.6926
"WLD","f",298,"HIV/AIDS",301463.4089
"WLD","mf",298,"HIV/AIDS",588059.1015
"WLD","m",302,"Diarrheal diseases",72093.18071
"WLD","f",302,"Diarrheal diseases",63798.94264
"WLD","mf",302,"Diarrheal diseases",135892.1234
"WLD","m",321,"Other intestinal infectious diseases",93.64569958
"WLD","f",321,"Other intestinal infectious diseases",77.62243488
"WLD","mf",321,"Other intestinal infectious diseases",171.2681345
"WLD","m",322,"Lower respiratory infections",104785.6247
"WLD","f",322,"Lower respiratory infections",65180.48234
"WLD","mf",322,"Lower respiratory infections",169966.1071
"WLD","m",328,"Upper respiratory infections",628.8497219
"WLD","f",328,"Upper respiratory infections",262.8649573
"WLD","mf",328,"Upper respiratory infections",891.7146792
"WLD","m",329,"Otitis media",60.76868786
"WLD","f",329,"Otitis media",25.4302616
"WLD","mf",329,"Otitis media",86.19894946
"WLD","m",332,"Meningitis",28554.51075
"WLD","f",332,"Meningitis",21340.72176
"WLD","mf",332,"Meningitis",49895.2325
"WLD","m",337,"Encephalitis",12314.54001
"WLD","f",337,"Encephalitis",8496.084141
"WLD","mf",337,"Encephalitis",20810.62415
"WLD","m",338,"Diphtheria",112.708195
"WLD","f",338,"Diphtheria",69.02552717
"WLD","mf",338,"Diphtheria",181.7337222
"WLD","m",339,"Whooping cough",705.7756882
"WLD","f",339,"Whooping cough",698.6035935
"WLD","mf",339,"Whooping cough",1404.379282
"WLD","m",340,"Tetanus",4217.180766
"WLD","f",340,"Tetanus",2527.037353
"WLD","mf",340,"Tetanus",6744.218119
"WLD","m",572,"Eating disorders",38.88768566
"WLD","f",572,"Eating disorders",274.7759142
"WLD","mf",572,"Eating disorders",313.6635999
"WLD","m",587,"Diabetes mellitus",68379.45227
"WLD","f",587,"Diabetes mellitus",52355.59134
"WLD","mf",587,"Diabetes mellitus",120735.0436
"WLD","m",588,"Acute glomerulonephritis",1060.292868
"WLD","f",588,"Acute glomerulonephritis",758.3641025
"WLD","mf",588,"Acute glomerulonephritis",1818.65697
"WLD","m",589,"Chronic kidney disease",99643.41331
"WLD","f",589,"Chronic kidney disease",71155.8516
"WLD","mf",589,"Chronic kidney disease",170799.2649
"WLD","m",718,"Self-harm",307236.0582
"WLD","f",718,"Self-harm",133208.5431
"WLD","mf",718,"Self-harm",440444.6013
"WLD","m",724,"Interpersonal violence",269225.4031
"WLD","f",724,"Interpersonal violence",42690.1323
"WLD","mf",724,"Interpersonal violence",311915.5354
"WLD","m",729,"Exposure to forces of nature",2020.610365
"WLD","f",729,"Exposure to forces of nature",964.5860019
"WLD","mf",729,"Exposure to forces of nature",2985.196367
"WLD","m",423,"Larynx cancer",9799.825339
"WLD","f",423,"Larynx cancer",2034.130201
"WLD","mf",423,"Larynx cancer",11833.95554
"WLD","m",426,"Tracheal, bronchus, and lung cancer",72049.93523
"WLD","f",426,"Tracheal, bronchus, and lung cancer",38679.48617
"WLD","mf",426,"Tracheal, bronchus, and lung cancer",110729.4214
"WLD","m",429,"Breast cancer",1225.604472
"WLD","f",429,"Breast cancer",135223.0962
"WLD","mf",429,"Breast cancer",136448.7007
"WLD","f",432,"Cervical cancer",76549.48591
"WLD","mf",432,"Cervical cancer",76549.48591
"WLD","f",435,"Uterine cancer",7120.576622
"WLD","mf",435,"Uterine cancer",7120.576622
"WLD","m",438,"Prostate cancer",3574.120966
"WLD","mf",438,"Prostate cancer",3574.120966
"WLD","m",441,"Colon and rectum cancer",50999.6108
"WLD","f",441,"Colon and rectum cancer",35545.94102
"WLD","mf",441,"Colon and rectum cancer",86545.55182
"WLD","m",444,"Lip and oral cavity cancer",21499.78792
"WLD","f",444,"Lip and oral cavity cancer",9758.585641
"WLD","mf",444,"Lip and oral cavity cancer",31258.37356
"WLD","m",447,"Nasopharynx cancer",12375.6117
"WLD","f",447,"Nasopharynx cancer",4861.847358
"WLD","mf",447,"Nasopharynx cancer",17237.45906
"WLD","m",450,"Other pharynx cancer",12560.30913
"WLD","f",450,"Other pharynx cancer",4283.240417
"WLD","mf",450,"Other pharynx cancer",16843.54955
"WLD","m",842,"Environmental heat and cold exposure",10850.21501
"WLD","f",842,"Environmental heat and cold exposure",2719.980903
"WLD","mf",842,"Environmental heat and cold exposure",13570.19591
"WLD","m",843,"Ebola",1096.680316
"WLD","f",843,"Ebola",1230.56102
"WLD","mf",843,"Ebola",2327.241336
"WLD","m",854,"Executions and police conflict",5994.657148
"WLD","f",854,"Executions and police conflict",692.8540162
"WLD","mf",854,"Executions and police conflict",6687.511164
"WLD","m",935,"Zika virus",1.193752139
"WLD","f",935,"Zika virus",0.570641619
"WLD","mf",935,"Zika virus",1.764393758
"WLD","m",341,"Measles",1113.849113
"WLD","f",341,"Measles",1243.538729
"WLD","mf",341,"Measles",2357.387842
"WLD","m",342,"Varicella and herpes zoster",663.9970472
"WLD","f",342,"Varicella and herpes zoster",591.2868064
"WLD","mf",342,"Varicella and herpes zoster",1255.283854
"WLD","m",487,"Leukemia",39610.61073
"WLD","f",487,"Leukemia",29687.80235
"WLD","mf",487,"Leukemia",69298.41307
"WLD","m",490,"Other neoplasms",1272.583867
"WLD","f",490,"Other neoplasms",914.4286274
"WLD","mf",490,"Other neoplasms",2187.012495
"WLD","m",492,"Rheumatic heart disease",32296.23902
"WLD","f",492,"Rheumatic heart disease",35467.60553
"WLD","mf",492,"Rheumatic heart disease",67763.84455
"WLD","m",493,"Ischemic heart disease",451612.1273
"WLD","f",493,"Ischemic heart disease",173103.2963
"WLD","mf",493,"Ischemic heart disease",624715.4236
"WLD","m",494,"Stroke",231797.3479
"WLD","f",494,"Stroke",138258.8772
"WLD","mf",494,"Stroke",370056.2251
"WLD","m",498,"Hypertensive heart disease",28866.43834
"WLD","f",498,"Hypertensive heart disease",22260.48964
"WLD","mf",498,"Hypertensive heart disease",51126.92798
"WLD","m",499,"Cardiomyopathy and myocarditis",43693.92584
"WLD","f",499,"Cardiomyopathy and myocarditis",14642.70876
"WLD","mf",499,"Cardiomyopathy and myocarditis",58336.6346
"WLD","m",500,"Atrial fibrillation and flutter",1101.744705
"WLD","f",500,"Atrial fibrillation and flutter",915.1016599
"WLD","mf",500,"Atrial fibrillation and flutter",2016.846365
"WLD","m",345,"Malaria",63601.42607
"WLD","f",345,"Malaria",43535.42891
"WLD","mf",345,"Malaria",107136.855
"WLD","m",346,"Chagas disease",631.7905223
"WLD","f",346,"Chagas disease",322.7087482
"WLD","mf",346,"Chagas disease",954.4992705
"WLD","m",347,"Leishmaniasis",1362.408545
"WLD","f",347,"Leishmaniasis",536.4677547
"WLD","mf",347,"Leishmaniasis",1898.876299
"WLD","m",350,"African trypanosomiasis",413.0975836
"WLD","f",350,"African trypanosomiasis",361.3206579
"WLD","mf",350,"African trypanosomiasis",774.4182415
"WLD","m",351,"Schistosomiasis",2393.899273
"WLD","f",351,"Schistosomiasis",1417.250148
"WLD","mf",351,"Schistosomiasis",3811.149421
"WLD","m",352,"Cysticercosis",355.0004401
"WLD","f",352,"Cysticercosis",249.2104271
"WLD","mf",352,"Cysticercosis",604.2108672
"WLD","m",353,"Cystic echinococcosis",236.0787329
"WLD","f",353,"Cystic echinococcosis",162.3649696
"WLD","mf",353,"Cystic echinococcosis",398.4437025
"WLD","m",357,"Dengue",6453.394603
"WLD","f",357,"Dengue",4406.119087
"WLD","mf",357,"Dengue",10859.51369
"WLD","m",358,"Yellow fever",1496.614533
"WLD","f",358,"Yellow fever",540.0769845
"WLD","mf",358,"Yellow fever",2036.691518
"WLD","m",359,"Rabies",3409.376497
"WLD","f",359,"Rabies",1359.069879
"WLD","mf",359,"Rabies",4768.446377
"WLD","m",360,"Intestinal nematode infections",72.17412174
"WLD","f",360,"Intestinal nematode infections",47.5162597
"WLD","mf",360,"Intestinal nematode infections",119.6903814
"WLD","m",365,"Other neglected tropical diseases",1459.028667
"WLD","f",365,"Other neglected tropical diseases",760.8772915
"WLD","mf",365,"Other neglected tropical diseases",2219.905958
"WLD","f",366,"Maternal disorders",194122.8292
"WLD","mf",366,"Maternal disorders",194122.8292
"WLD","m",453,"Gallbladder and biliary tract cancer",4484.69204
"WLD","f",453,"Gallbladder and biliary tract cancer",5276.524549
"WLD","mf",453,"Gallbladder and biliary tract cancer",9761.216589
"WLD","m",456,"Pancreatic cancer",20844.81743
"WLD","f",456,"Pancreatic cancer",11159.14913
"WLD","mf",456,"Pancreatic cancer",32003.96657
"WLD","m",459,"Malignant skin melanoma",5483.913203
"WLD","f",459,"Malignant skin melanoma",4396.38982
"WLD","mf",459,"Malignant skin melanoma",9880.303023
"WLD","m",462,"Non-melanoma skin cancer",2317.052697
"WLD","f",462,"Non-melanoma skin cancer",1431.533294
"WLD","mf",462,"Non-melanoma skin cancer",3748.585991
"WLD","f",465,"Ovarian cancer",27759.17411
"WLD","mf",465,"Ovarian cancer",27759.17411
"WLD","m",468,"Testicular cancer",6867.651673
"WLD","mf",468,"Testicular cancer",6867.651673
"WLD","m",471,"Kidney cancer",9099.513333
"WLD","f",471,"Kidney cancer",3858.430206
"WLD","mf",471,"Kidney cancer",12957.94354
"WLD","m",474,"Bladder cancer",5642.857091
"WLD","f",474,"Bladder cancer",2141.175465
"WLD","mf",474,"Bladder cancer",7784.032556
"WLD","m",477,"Brain and central nervous system cancer",33162.95636
"WLD","f",477,"Brain and central nervous system cancer",22183.16466
"WLD","mf",477,"Brain and central nervous system cancer",55346.12102
"WLD","m",480,"Thyroid cancer",2466.604252
"WLD","f",480,"Thyroid cancer",3458.917416
"WLD","mf",480,"Thyroid cancer",5925.521667
"WLD","m",483,"Mesothelioma",1624.136502
"WLD","f",483,"Mesothelioma",1083.699525
"WLD","mf",483,"Mesothelioma",2707.836026
"WLD","m",484,"Hodgkin lymphoma",6976.589799
"WLD","f",484,"Hodgkin lymphoma",4207.19513
"WLD","mf",484,"Hodgkin lymphoma",11183.78493
"WLD","m",485,"Non-Hodgkin lymphoma",24268.62658
"WLD","f",485,"Non-Hodgkin lymphoma",14182.68441
"WLD","mf",485,"Non-Hodgkin lymphoma",38451.31099
"WLD","m",486,"Multiple myeloma",3920.006706
"WLD","f",486,"Multiple myeloma",2498.067708
"WLD","mf",486,"Multiple myeloma",6418.074415
"WLD","m",594,"Urinary diseases and m infertility",17171.51695
"WLD","f",594,"Urinary diseases and m infertility",13322.8158
"WLD","mf",594,"Urinary diseases and m infertility",30494.33276
"WLD","m",501,"Aortic aneurysm",8282.691805
"WLD","f",501,"Aortic aneurysm",2816.703935
"WLD","mf",501,"Aortic aneurysm",11099.39574
"WLD","m",502,"Peripheral artery disease",481.2851058
"WLD","f",502,"Peripheral artery disease",213.3781339
"WLD","mf",502,"Peripheral artery disease",694.6632397
"WLD","m",503,"Endocarditis",7337.710263
"WLD","f",503,"Endocarditis",4280.524842
"WLD","mf",503,"Endocarditis",11618.23511
"WLD","m",504,"Non-rheumatic valvular heart disease",4944.587438
"WLD","f",504,"Non-rheumatic valvular heart disease",3582.563026
"WLD","mf",504,"Non-rheumatic valvular heart disease",8527.150464
"WLD","m",509,"Chronic obstructive pulmonary disease",41736.48677
"WLD","f",509,"Chronic obstructive pulmonary disease",22974.63525
"WLD","mf",509,"Chronic obstructive pulmonary disease",64711.12202
"WLD","m",510,"Pneumoconiosis",1658.589403
"WLD","f",510,"Pneumoconiosis",158.2964758
"WLD","mf",510,"Pneumoconiosis",1816.885879
"WLD","m",665,"Decubitus ulcer",535.2277905
"WLD","f",665,"Decubitus ulcer",280.099887
"WLD","mf",665,"Decubitus ulcer",815.3276775
"WLD","m",668,"Other skin and subcutaneous diseases",156.4228654
"WLD","f",668,"Other skin and subcutaneous diseases",260.8070574
"WLD","mf",668,"Other skin and subcutaneous diseases",417.2299228
"WLD","m",689,"Road injuries",528709.2631
"WLD","f",689,"Road injuries",121558.6163
"WLD","mf",689,"Road injuries",650267.8794
"WLD","m",980,"Bacterial skin diseases",4972.483311
"WLD","f",980,"Bacterial skin diseases",3272.356175
"WLD","mf",980,"Bacterial skin diseases",8244.839486
"WLD","m",992,"Upper digestive system diseases",24714.82137
"WLD","f",992,"Upper digestive system diseases",12412.77557
"WLD","mf",992,"Upper digestive system diseases",37127.59695
"WLD","m",387,"Protein-energy malnutrition",7114.279268
"WLD","f",387,"Protein-energy malnutrition",6315.127099
"WLD","mf",387,"Protein-energy malnutrition",13429.40637
"WLD","m",515,"Asthma",27394.31869
"WLD","f",515,"Asthma",28445.74095
"WLD","mf",515,"Asthma",55840.05964
"WLD","m",516,"Interstitial lung disease and pulmonary sarcoidosis",5112.258934
"WLD","f",516,"Interstitial lung disease and pulmonary sarcoidosis",3906.857034
"WLD","mf",516,"Interstitial lung disease and pulmonary sarcoidosis",9019.115968
"WLD","m",520,"Other chronic respiratory diseases",8123.416739
"WLD","f",520,"Other chronic respiratory diseases",3643.410111
"WLD","mf",520,"Other chronic respiratory diseases",11766.82685
"WLD","m",521,"Cirrhosis and other chronic liver diseases",275822.8121
"WLD","f",521,"Cirrhosis and other chronic liver diseases",97771.99254
"WLD","mf",521,"Cirrhosis and other chronic liver diseases",373594.8046
"WLD","f",603,"Gynecological diseases",2801.470181
"WLD","mf",603,"Gynecological diseases",2801.470181
"WLD","m",613,"Hemoglobinopathies and hemolytic anemias",13010.41778
"WLD","f",613,"Hemoglobinopathies and hemolytic anemias",13235.73642
"WLD","mf",613,"Hemoglobinopathies and hemolytic anemias",26246.15419
"WLD","m",619,"Endocrine, metabolic, blood, and immune disorders",12982.68689
"WLD","f",619,"Endocrine, metabolic, blood, and immune disorders",11861.00603
"WLD","mf",619,"Endocrine, metabolic, blood, and immune disorders",24843.69291
"WLD","m",627,"Rheumatoid arthritis",563.2585512
"WLD","f",627,"Rheumatoid arthritis",1150.966572
"WLD","mf",627,"Rheumatoid arthritis",1714.225123
"WLD","m",639,"Other musculoskeletal disorders",3605.323317
"WLD","f",639,"Other musculoskeletal disorders",13272.5644
"WLD","mf",639,"Other musculoskeletal disorders",16877.88772
"WLD","m",641,"Congenital birth defects",20205.22336
"WLD","f",641,"Congenital birth defects",16814.36801
"WLD","mf",641,"Congenital birth defects",37019.59137
"WLD","m",1022,"Other malignant neoplasms",48474.29495
"WLD","f",1022,"Other malignant neoplasms",35214.68598
"WLD","mf",1022,"Other malignant neoplasms",83688.98093
"WLD","m",945,"Conflict and terrorism",20152.63438
"WLD","f",945,"Conflict and terrorism",7540.839457
"WLD","mf",945,"Conflict and terrorism",27693.47383
"WLD","m",958,"Typhoid and paratyphoid",26803.38626
"WLD","f",958,"Typhoid and paratyphoid",21227.71881
"WLD","mf",958,"Typhoid and paratyphoid",48031.10507
"WLD","m",959,"Invasive Non-typhoidal Salmonella (iNTS)",5565.031431
"WLD","f",959,"Invasive Non-typhoidal Salmonella (iNTS)",3807.792128
"WLD","mf",959,"Invasive Non-typhoidal Salmonella (iNTS)",9372.823558
"WLD","m",529,"Appendicitis",5222.682262
"WLD","f",529,"Appendicitis",5722.745387
"WLD","mf",529,"Appendicitis",10945.42765
"WLD","m",530,"Paralytic ileus and intestinal obstruction",22004.11609
"WLD","f",530,"Paralytic ileus and intestinal obstruction",12697.3375
"WLD","mf",530,"Paralytic ileus and intestinal obstruction",34701.45359
"WLD","m",531,"Inguinal, foral, and abdominal hernia",2792.106195
"WLD","f",531,"Inguinal, foral, and abdominal hernia",820.0258704
"WLD","mf",531,"Inguinal, foral, and abdominal hernia",3612.132065
"WLD","m",532,"Inflammatory bowel disease",2551.733891
"WLD","f",532,"Inflammatory bowel disease",2123.242258
"WLD","mf",532,"Inflammatory bowel disease",4674.976149
"WLD","m",533,"Vascular intestinal disorders",2242.99017
"WLD","f",533,"Vascular intestinal disorders",1626.341689
"WLD","mf",533,"Vascular intestinal disorders",3869.331859
"WLD","m",534,"Gallbladder and biliary diseases",3936.940822
"WLD","f",534,"Gallbladder and biliary diseases",4349.885424
"WLD","mf",534,"Gallbladder and biliary diseases",8286.826246
"WLD","m",695,"Other transport injuries",38533.99363
"WLD","f",695,"Other transport injuries",6514.096422
"WLD","mf",695,"Other transport injuries",45048.09005
"WLD","m",697,"Falls",88169.51522
"WLD","f",697,"Falls",19347.70411
"WLD","mf",697,"Falls",107517.2193
"WLD","m",698,"Drowning",71590.61967
"WLD","f",698,"Drowning",15950.08881
"WLD","mf",698,"Drowning",87540.70848
"WLD","m",699,"Fire, heat, and hot substances",20107.86
"WLD","f",699,"Fire, heat, and hot substances",19355.74885
"WLD","mf",699,"Fire, heat, and hot substances",39463.60885
"WLD","m",700,"Poisonings",19924.64662
"WLD","f",700,"Poisonings",8485.045718
"WLD","mf",700,"Poisonings",28409.69234
"WLD","m",704,"Exposure to mechanical forces",50866.58315
"WLD","f",704,"Exposure to mechanical forces",9694.163806
"WLD","mf",704,"Exposure to mechanical forces",60560.74695
"WLD","m",708,"Adverse effects of medical treatment",9213.14288
"WLD","f",708,"Adverse effects of medical treatment",11259.50633
"WLD","mf",708,"Adverse effects of medical treatment",20472.64921
"WLD","m",709,"Animal contact",18950.75156
"WLD","f",709,"Animal contact",13944.32674
"WLD","mf",709,"Animal contact",32895.0783
"WLD","m",712,"Foreign body",16586.66929
"WLD","f",712,"Foreign body",5534.505499
"WLD","mf",712,"Foreign body",22121.17479
"WLD","m",716,"Other unintentional injuries",53335.60285
"WLD","f",716,"Other unintentional injuries",8815.274798
"WLD","mf",716,"Other unintentional injuries",62150.87765
"WLD","m",1023,"Other cardiovascular and circulatory diseases",19016.02162
"WLD","f",1023,"Other cardiovascular and circulatory diseases",16513.41121
"WLD","mf",1023,"Other cardiovascular and circulatory diseases",35529.43283
"EAS","m",332,"Meningitis",2737.887015
"EAS","f",332,"Meningitis",1332.53937
"EAS","mf",332,"Meningitis",4070.426385
"EAS","m",337,"Encephalitis",1758.592591
"EAS","f",337,"Encephalitis",1026.604979
"EAS","mf",337,"Encephalitis",2785.197569
"EAS","m",338,"Diphtheria",13.7468953
"EAS","f",338,"Diphtheria",7.077458706
"EAS","mf",338,"Diphtheria",20.82435401
"EAS","m",339,"Whooping cough",95.73937465
"EAS","f",339,"Whooping cough",96.85153947
"EAS","mf",339,"Whooping cough",192.5909141
"EAS","m",340,"Tetanus",1147.473464
"EAS","f",340,"Tetanus",229.1031794
"EAS","mf",340,"Tetanus",1376.576643
"EAS","m",341,"Measles",63.8466804
"EAS","f",341,"Measles",80.79689363
"EAS","mf",341,"Measles",144.643574
"EAS","m",342,"Varicella and herpes zoster",80.63699693
"EAS","f",342,"Varicella and herpes zoster",74.29324242
"EAS","mf",342,"Varicella and herpes zoster",154.9302393
"EAS","m",345,"Malaria",565.3771617
"EAS","f",345,"Malaria",482.9472345
"EAS","mf",345,"Malaria",1048.324396
"EAS","m",346,"Chagas disease",0
"EAS","f",346,"Chagas disease",0
"EAS","mf",346,"Chagas disease",0
"EAS","m",347,"Leishmaniasis",0.3851072228
"EAS","f",347,"Leishmaniasis",0.1685420783
"EAS","mf",347,"Leishmaniasis",0.5536493011
"EAS","m",350,"African trypanosomiasis",0
"EAS","f",350,"African trypanosomiasis",0
"EAS","mf",350,"African trypanosomiasis",0
"EAS","m",351,"Schistosomiasis",71.96806986
"EAS","f",351,"Schistosomiasis",35.67529069
"EAS","mf",351,"Schistosomiasis",107.6433605
"EAS","m",352,"Cysticercosis",11.5828879
"EAS","f",352,"Cysticercosis",7.175885677
"EAS","mf",352,"Cysticercosis",18.75877358
"EAS","m",353,"Cystic echinococcosis",21.4719892
"EAS","f",353,"Cystic echinococcosis",10.74244522
"EAS","mf",353,"Cystic echinococcosis",32.21443442
"EAS","m",357,"Dengue",2279.108566
"EAS","f",357,"Dengue",1468.315562
"EAS","mf",357,"Dengue",3747.424127
"EAS","m",358,"Yellow fever",0
"EAS","f",358,"Yellow fever",0
"EAS","mf",358,"Yellow fever",0
"EAS","m",359,"Rabies",509.8721741
"EAS","f",359,"Rabies",150.0389941
"EAS","mf",359,"Rabies",659.9111682
"EAS","m",360,"Intestinal nematode infections",13.91595942
"EAS","f",360,"Intestinal nematode infections",7.219176439
"EAS","mf",360,"Intestinal nematode infections",21.13513586
"EAS","m",500,"Atrial fibrillation and flutter",283.187917
"EAS","f",500,"Atrial fibrillation and flutter",283.6285997
"EAS","mf",500,"Atrial fibrillation and flutter",566.8165167
"EAS","m",501,"Aortic aneurysm",2387.301529
"EAS","f",501,"Aortic aneurysm",679.6273961
"EAS","mf",501,"Aortic aneurysm",3066.928926
"EAS","m",502,"Peripheral artery disease",61.85246471
"EAS","f",502,"Peripheral artery disease",26.31992608
"EAS","mf",502,"Peripheral artery disease",88.17239079
"EAS","m",503,"Endocarditis",2159.763378
"EAS","f",503,"Endocarditis",1242.966183
"EAS","mf",503,"Endocarditis",3402.72956
"EAS","m",504,"Non-rheumatic valvular heart disease",714.9749801
"EAS","f",504,"Non-rheumatic valvular heart disease",390.4952314
"EAS","mf",504,"Non-rheumatic valvular heart disease",1105.470212
"EAS","m",509,"Chronic obstructive pulmonary disease",12580.7494
"EAS","f",509,"Chronic obstructive pulmonary disease",6458.719284
"EAS","mf",509,"Chronic obstructive pulmonary disease",19039.46868
"EAS","m",510,"Pneumoconiosis",1189.919059
"EAS","f",510,"Pneumoconiosis",56.17340623
"EAS","mf",510,"Pneumoconiosis",1246.092466
"EAS","m",515,"Asthma",5856.113354
"EAS","f",515,"Asthma",4852.998535
"EAS","mf",515,"Asthma",10709.11189
"EAS","m",516,"Interstitial lung disease and pulmonary sarcoidosis",627.3647046
"EAS","f",516,"Interstitial lung disease and pulmonary sarcoidosis",423.1417669
"EAS","mf",516,"Interstitial lung disease and pulmonary sarcoidosis",1050.506471
"EAS","m",520,"Other chronic respiratory diseases",1539.100612
"EAS","f",520,"Other chronic respiratory diseases",699.142307
"EAS","mf",520,"Other chronic respiratory diseases",2238.242919
"EAS","m",521,"Cirrhosis and other chronic liver diseases",68779.77743
"EAS","f",521,"Cirrhosis and other chronic liver diseases",17433.98882
"EAS","mf",521,"Cirrhosis and other chronic liver diseases",86213.76625
"EAS","m",689,"Road injuries",158654.6532
"EAS","f",689,"Road injuries",35587.69939
"EAS","mf",689,"Road injuries",194242.3525
"EAS","m",695,"Other transport injuries",8458.180834
"EAS","f",695,"Other transport injuries",1234.372097
"EAS","mf",695,"Other transport injuries",9692.552931
"EAS","m",697,"Falls",31862.84264
"EAS","f",697,"Falls",5736.90244
"EAS","mf",697,"Falls",37599.74508
"EAS","m",698,"Drowning",24392.95334
"EAS","f",698,"Drowning",5808.712458
"EAS","mf",698,"Drowning",30201.6658
"EAS","m",699,"Fire, heat, and hot substances",3253.749479
"EAS","f",699,"Fire, heat, and hot substances",1450.901943
"EAS","mf",699,"Fire, heat, and hot substances",4704.651421
"EAS","m",700,"Poisonings",7235.774323
"EAS","f",700,"Poisonings",3719.943934
"EAS","mf",700,"Poisonings",10955.71826
"EAS","m",704,"Exposure to mechanical forces",15721.39881
"EAS","f",704,"Exposure to mechanical forces",2585.586477
"EAS","mf",704,"Exposure to mechanical forces",18306.98528
"EAS","m",708,"Adverse effects of medical treatment",1478.81661
"EAS","f",708,"Adverse effects of medical treatment",894.0163337
"EAS","mf",708,"Adverse effects of medical treatment",2372.832944
"EAS","m",1022,"Other malignant neoplasms",12693.37174
"EAS","f",1022,"Other malignant neoplasms",8029.079083
"EAS","mf",1022,"Other malignant neoplasms",20722.45082
"EAS","m",1023,"Other cardiovascular and circulatory diseases",2793.798212
"EAS","f",1023,"Other cardiovascular and circulatory diseases",2114.055567
"EAS","mf",1023,"Other cardiovascular and circulatory diseases",4907.853779
"EAS","m",411,"Esophageal cancer",12492.82047
"EAS","f",411,"Esophageal cancer",1740.927319
"EAS","mf",411,"Esophageal cancer",14233.74779
"EAS","m",414,"Stomach cancer",27336.85187
"EAS","f",414,"Stomach cancer",12364.51752
"EAS","mf",414,"Stomach cancer",39701.3694
"EAS","m",417,"Liver cancer",35900.85512
"EAS","f",417,"Liver cancer",6202.195189
"EAS","mf",417,"Liver cancer",42103.05031
"EAS","m",423,"Larynx cancer",1648.807036
"EAS","f",423,"Larynx cancer",300.3506552
"EAS","mf",423,"Larynx cancer",1949.157691
"EAS","m",426,"Tracheal, bronchus, and lung cancer",37586.90053
"EAS","f",426,"Tracheal, bronchus, and lung cancer",20147.2641
"EAS","mf",426,"Tracheal, bronchus, and lung cancer",57734.16463
"EAS","m",429,"Breast cancer",415.9506613
"EAS","f",429,"Breast cancer",40862.94367
"EAS","mf",429,"Breast cancer",41278.89433
"EAS","f",432,"Cervical cancer",19040.02636
"EAS","mf",432,"Cervical cancer",19040.02636
"EAS","f",435,"Uterine cancer",2991.622534
"EAS","mf",435,"Uterine cancer",2991.622534
"EAS","m",438,"Prostate cancer",898.4330506
"EAS","mf",438,"Prostate cancer",898.4330506
"EAS","m",441,"Colon and rectum cancer",26761.29663
